entity01,fcst01,1050,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2000.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2000.01.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2000.01.03,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2000.02,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2000.03,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2006.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2006.02,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2010,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.01.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.01.05,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.01.06,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.03.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.07,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.10,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.11.02,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.12,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.06,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.06.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.06.03,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.06.05,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.06.06,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.06.07,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.06.08,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.06.09,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.06.10,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.06.11,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.04,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.05.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2015.05.02,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2030.01.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2030.01.02,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2030.01.85,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2030.02.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2030.02.02,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2030.02.85,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2040.01.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2040.01.02,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2040.01.04,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2040.01.85,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2040.02.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2040.02.02,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2040.02.04,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2040.02.85,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2060.01.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2060.01.02,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2060.01.85,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2060.02.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2060.02.02,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2060.02.85,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2110,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2110.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2120.01.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2120.02.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2120.05.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2160,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2130.02.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2130.05.13,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2130.06.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2130.11.01,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2130.13,1,2,3,4,5,6,7,8,9,10,11,12
entity01,fcst01,2195,1,2,3,4,5,6,7,8,9,10,11,12
